member_id,tier,is_tier_ambiguous,join_date_missing,days_since_last_txn,txn_count_lifetime,txn_count_last_90d,avg_days_between_txns,total_spend,avg_order_value,refund_count,refund_rate,spend_trend_90d,points_earned_gross,points_earned_adj,points_redeemed,points_balance,redemption_rate,days_since_last_redemption
M08814,Silver,0,0,44.0,3,1,263.0,197.39,65.79666666666667,0,0.0,,345.0,345.0,100,245.0,0.2899,44.0
M08815,Bronze,0,0,190.0,4,0,83.0,254.91,63.7275,0,0.0,,333.0,333.0,0,333.0,0.0,
M08816,Bronze,0,0,121.0,6,0,47.4,382.66,63.77666666666667,0,0.0,0.0,693.0,693.0,98,595.0,0.1414,230.0
M08817,Gold,0,0,57.0,7,2,21.333333333333332,445.7,63.67142857142857,0,0.0,1.0096,851.0,851.0,50,801.0,0.0588,152.0
M08818,Platinum,0,0,118.0,4,0,43.666666666666664,246.28,61.57,0,0.0,0.0,493.0,493.0,150,343.0,0.3043,147.0
M08819,Gold,0,0,293.0,6,0,134.4,426.99,71.165,0,0.0,,853.0,853.0,50,803.0,0.0586,965.0
M08820,Bronze,0,0,314.0,6,0,174.6,349.78,58.29666666666666,0,0.0,,782.0,782.0,50,732.0,0.0639,913.0
M08821,Silver,0,0,29.0,5,2,57.75,386.19,77.238,0,0.0,,710.0,710.0,0,710.0,0.0,
M08822,Bronze,0,0,508.0,5,0,187.5,252.14000000000001,50.428000000000004,0,0.0,,555.0,555.0,0,555.0,0.0,
M08823,Bronze,0,0,145.0,2,0,,46.95,23.475,0,0.0,0.0,94.0,94.0,94,0.0,1.0,145.0
M08824,Gold,0,0,133.0,4,0,231.0,230.62,57.655,0,0.0,0.0,427.0,427.0,141,286.0,0.3302,408.0
M08825,Silver,0,0,18.0,6,1,216.8,703.61,117.26833333333333,0,0.0,,1231.0,1231.0,40,1191.0,0.0325,891.0
M08826,Bronze,0,0,478.0,3,0,233.0,115.16,38.38666666666666,0,0.0,,264.0,264.0,0,264.0,0.0,
M08827,Platinum,0,0,6.0,5,3,31.0,289.41,57.882000000000005,0,0.0,0.851,506.0,506.0,136,370.0,0.2688,6.0
M08828,Platinum,0,0,459.0,3,0,433.5,221.4,73.8,0,0.0,,387.0,387.0,0,387.0,0.0,
M08829,Silver,0,0,348.0,3,0,183.0,180.26,60.086666666666666,0,0.0,,315.0,315.0,0,315.0,0.0,
M08830,Gold,0,0,134.0,3,0,17.5,216.98999999999998,72.33,0,0.0,0.0,440.0,440.0,0,440.0,0.0,
M08831,Silver,0,0,8.0,4,3,41.666666666666664,339.65999999999997,84.91499999999999,0,0.0,2.484,595.0,595.0,0,595.0,0.0,
M08832,Silver,0,0,189.0,3,0,319.5,215.74,71.91333333333334,0,0.0,,496.0,496.0,0,496.0,0.0,
M08833,Silver,0,1,55.0,6,1,182.8,267.3,44.550000000000004,0,0.0,,602.0,602.0,200,402.0,0.3322,604.0
M08834,Platinum,0,0,425.0,2,0,,116.78999999999999,58.394999999999996,0,0.0,,210.0,210.0,0,210.0,0.0,
M08835,Gold,0,0,94.0,4,0,381.3333333333333,214.14000000000001,53.535000000000004,0,0.0,0.0,374.0,374.0,50,324.0,0.1337,94.0
M08836,Bronze,0,0,12.0,2,1,,150.75,75.375,0,0.0,,302.0,302.0,247,55.0,0.8179,12.0
M08837,Bronze,0,0,375.0,2,0,,207.56,103.78,0,0.0,,415.0,415.0,98,317.0,0.2361,979.0
M08838,Bronze,0,0,540.0,3,0,201.0,253.42,84.47333333333333,0,0.0,,507.0,507.0,0,507.0,0.0,
M08839,Bronze,0,0,1269.0,1,0,,100.69,100.69,0,0.0,,201.0,201.0,0,201.0,0.0,
M08840,Bronze,0,0,222.0,2,0,,140.76,70.38,0,0.0,,246.0,246.0,50,196.0,0.2033,222.0
M08841,Gold,0,0,474.0,5,0,70.25,1453.3899999999999,290.678,0,0.0,,2543.0,2543.0,0,2543.0,0.0,
M08842,Silver,0,0,25.0,7,3,36.666666666666664,373.83,53.40428571428571,0,0.0,0.5767,664.0,664.0,74,590.0,0.1114,141.0
M08843,Gold,0,0,1090.0,1,0,,26.93,26.93,0,0.0,,62.0,62.0,0,62.0,0.0,
M08844,Bronze,0,0,384.0,2,0,,72.5,36.25,0,0.0,,134.0,134.0,0,134.0,0.0,
M08845,Bronze,0,0,425.0,4,0,495.6666666666667,283.54,70.885,0,0.0,,651.0,651.0,0,651.0,0.0,
M08846,Bronze,0,0,203.0,4,0,167.66666666666666,206.82999999999998,51.707499999999996,0,0.0,,418.0,418.0,0,418.0,0.0,
M08847,Gold,0,0,550.0,5,0,302.0,219.92000000000002,43.984,0,0.0,,506.0,506.0,212,294.0,0.419,550.0
M08848,Bronze,0,0,13.0,4,1,138.66666666666666,139.26999999999998,34.817499999999995,0,0.0,0.5063,243.0,243.0,31,212.0,0.1276,211.0
M08849,Bronze,0,0,8.0,10,4,37.666666666666664,582.99,64.77666666666667,1,0.1,2.6567,1522.0,1341.0,183,1158.0,0.1365,78.0
M08850,Gold,0,0,463.0,1,0,,71.99,71.99,0,0.0,,166.0,166.0,0,166.0,0.0,
M08851,Platinum,0,0,226.0,5,0,131.0,202.03,40.406,0,0.0,,404.0,404.0,0,404.0,0.0,
M08852,Platinum,0,0,99.0,6,0,60.2,280.34,46.72333333333333,0,0.0,0.0,561.0,561.0,150,411.0,0.2674,173.0
M08853,Bronze,0,0,64.0,6,1,88.4,308.43,51.405,0,0.0,,612.0,612.0,104,508.0,0.1699,256.0
M08854,Silver,0,0,76.0,2,1,,101.2,50.6,0,0.0,1.8669,177.0,177.0,0,177.0,0.0,
M08855,Gold,0,0,19.0,7,1,96.5,336.19,48.027142857142856,0,0.0,0.1149,671.0,671.0,37,634.0,0.0551,225.0
M08856,Gold,0,0,37.0,4,1,520.3333333333334,383.82,95.955,0,0.0,,837.0,837.0,272,565.0,0.325,37.0
M08857,Bronze,0,0,135.0,4,0,462.3333333333333,327.49,109.16333333333334,0,0.0,,465.0,465.0,0,465.0,0.0,
M08858,Silver,0,0,673.0,4,0,158.0,279.31,69.8275,0,0.0,,506.0,506.0,265,241.0,0.5237,673.0
M08859,Bronze,0,0,6.0,6,6,12.8,420.78,70.13,0,0.0,,968.0,968.0,431,537.0,0.4452,33.0
M08860,Silver,0,1,140.0,5,0,62.75,394.34000000000003,78.86800000000001,0,0.0,0.0,632.0,632.0,0,632.0,0.0,
M08861,Platinum,0,0,300.0,5,0,341.25,307.8,61.56,0,0.0,,685.0,685.0,300,385.0,0.438,300.0
M08862,Platinum,0,0,28.0,3,1,188.0,305.98,101.99333333333334,0,0.0,,612.0,612.0,50,562.0,0.0817,391.0
M08863,Platinum,0,0,112.0,3,0,300.5,200.54000000000002,66.84666666666668,0,0.0,0.0,402.0,402.0,0,402.0,0.0,
M08864,Gold,0,0,115.0,4,0,245.66666666666666,271.0,67.75,0,0.0,0.0,623.0,623.0,0,623.0,0.0,
M08865,Bronze,0,0,197.0,5,0,112.0,1634.22,326.844,0,0.0,,3759.0,3759.0,0,3759.0,0.0,
M08866,Gold,0,0,347.0,4,0,342.6666666666667,401.59000000000003,100.39750000000001,0,0.0,,803.0,803.0,300,503.0,0.3736,347.0
M08867,Bronze,0,0,266.0,5,0,113.75,1400.33,280.066,0,0.0,,2451.0,2451.0,0,2451.0,0.0,
M08868,Platinum,0,0,234.0,5,0,252.75,338.76,67.752,0,0.0,,732.0,732.0,300,432.0,0.4098,234.0
M08869,Silver,0,0,173.0,5,0,193.5,588.25,147.0625,1,0.2,0.0,1501.0,1340.0,50,1290.0,0.0373,864.0
M08870,Gold,0,0,252.0,5,0,381.75,193.94,38.788,0,0.0,,339.0,339.0,160,179.0,0.472,311.0
M08871,Platinum,0,0,565.0,6,0,213.2,402.36,67.06,0,0.0,,926.0,926.0,50,876.0,0.054,1631.0
M08872,Bronze,0,0,135.0,3,0,246.5,122.05000000000001,40.68333333333334,0,0.0,0.0,281.0,281.0,100,181.0,0.3559,135.0
M08873,Silver,0,0,18.0,9,3,44.375,745.6800000000001,82.85333333333334,0,0.0,6.2415,1491.0,1491.0,67,1424.0,0.0449,357.0
M08874,Platinum,0,0,509.0,2,0,,50.28,25.14,0,0.0,,88.0,88.0,0,88.0,0.0,
M08875,Bronze,0,0,116.0,5,0,279.25,320.98,64.196,0,0.0,0.0,655.0,655.0,100,555.0,0.1527,1233.0
M08876,Bronze,0,0,7.0,5,1,69.75,453.28,90.65599999999999,0,0.0,,918.0,918.0,100,818.0,0.1089,7.0
M08877,Silver,0,0,20.0,4,1,138.33333333333334,223.76999999999998,55.942499999999995,0,0.0,,391.0,391.0,0,391.0,0.0,
M08878,Gold,0,0,17.0,3,2,63.5,131.53,43.843333333333334,0,0.0,1.2006,254.0,254.0,69,185.0,0.2717,60.0
M08879,Gold,0,0,710.0,3,0,364.0,119.66,39.88666666666666,0,0.0,,254.0,254.0,0,254.0,0.0,
M08880,Bronze,0,0,140.0,8,0,177.0,539.1899999999999,67.39874999999999,0,0.0,0.0,1096.0,1096.0,139,957.0,0.1268,140.0
M08881,Bronze,0,0,116.0,5,0,370.5,510.15,102.03,0,0.0,0.0,1154.0,1154.0,100,1054.0,0.0867,1535.0
M08882,Platinum,0,0,422.0,2,0,,26.6,26.6,1,0.5,,213.0,53.0,0,53.0,0.0,
M08883,Silver,0,0,803.0,3,0,132.0,170.0,56.666666666666664,0,0.0,,206.0,206.0,0,206.0,0.0,
M08884,Silver,0,0,146.0,4,0,148.66666666666666,313.51,78.3775,0,0.0,0.0,624.0,624.0,182,442.0,0.2917,211.0
M08885,Silver,0,0,225.0,6,0,118.0,361.77,60.294999999999995,0,0.0,,731.0,731.0,0,731.0,0.0,
M08886,Silver,0,0,94.0,9,0,57.75,764.35,84.92777777777778,0,0.0,0.0,1546.0,1546.0,258,1288.0,0.1669,146.0
M08887,Bronze,0,0,72.0,4,1,231.66666666666666,157.99,39.4975,0,0.0,,277.0,277.0,0,277.0,0.0,
M08888,Gold,0,0,709.0,3,0,376.0,82.59,27.53,0,0.0,,144.0,144.0,81,63.0,0.5625,752.0
M08889,Silver,0,0,553.0,1,0,,78.27,78.27,0,0.0,,137.0,137.0,137,0.0,1.0,553.0
M08890,Silver,0,0,284.0,6,0,250.6,333.05,55.50833333333333,0,0.0,,673.0,673.0,107,566.0,0.159,596.0
M08891,Silver,0,0,153.0,6,0,69.0,482.21000000000004,80.36833333333334,0,0.0,0.0,869.0,869.0,0,869.0,0.0,
M08892,Silver,0,0,210.0,6,0,125.0,507.32000000000005,84.55333333333334,0,0.0,,1040.0,1040.0,50,990.0,0.0481,631.0
M08893,Silver,0,0,545.0,3,0,587.5,63.43,21.143333333333334,0,0.0,,127.0,127.0,48,79.0,0.378,545.0
M08894,Silver,0,0,0.0,5,1,71.0,241.09,48.218,0,0.0,0.3945,554.0,554.0,0,554.0,0.0,
M08895,Bronze,0,0,7.0,4,1,145.0,323.56,80.89,0,0.0,,686.0,686.0,0,686.0,0.0,
M08896,Bronze,0,0,27.0,4,1,398.0,285.56,71.39,0,0.0,,499.0,499.0,0,499.0,0.0,
M08897,Silver,0,0,266.0,5,0,338.5,442.09999999999997,88.41999999999999,0,0.0,,976.0,976.0,0,976.0,0.0,
M08898,Bronze,0,0,273.0,2,0,,50.03,25.015,0,0.0,,88.0,88.0,0,88.0,0.0,
M08899,Bronze,0,0,533.0,5,0,26.5,262.59,52.517999999999994,0,0.0,,584.0,584.0,0,584.0,0.0,
M08900,,1,0,946.0,3,0,214.0,114.06,38.02,0,0.0,,227.0,227.0,0,227.0,0.0,
M08901,Bronze,0,0,401.0,6,0,224.2,261.16,65.29,2,0.3333,,948.0,500.0,0,500.0,0.0,
M08902,Bronze,0,0,76.0,3,1,287.5,220.25,73.41666666666667,0,0.0,,419.0,419.0,184,235.0,0.4391,76.0
M08903,Gold,0,0,1.0,6,2,117.6,316.08,52.68,0,0.0,,632.0,632.0,125,507.0,0.1978,589.0
M08904,Bronze,0,0,140.0,4,0,188.66666666666666,178.61,44.6525,0,0.0,0.0,321.0,321.0,120,201.0,0.3738,274.0
M08905,Bronze,0,0,69.0,5,1,129.25,294.58,58.916,0,0.0,,516.0,516.0,88,428.0,0.1705,292.0
M08906,Bronze,0,0,186.0,6,0,201.8,326.64,54.44,0,0.0,,638.0,638.0,171,467.0,0.268,443.0
M08907,Platinum,0,0,922.0,2,0,,71.27000000000001,35.635000000000005,0,0.0,,143.0,143.0,0,143.0,0.0,
M08908,Silver,0,0,583.0,3,0,143.0,118.16,39.38666666666666,0,0.0,,236.0,236.0,0,236.0,0.0,
M08909,Gold,0,0,1024.0,1,0,,102.62,102.62,0,0.0,,236.0,236.0,0,236.0,0.0,
M08910,Bronze,0,0,405.0,3,0,165.0,380.47,126.82333333333334,0,0.0,,875.0,875.0,200,675.0,0.2286,405.0
M08911,Bronze,0,0,136.0,9,0,65.0,539.49,59.943333333333335,0,0.0,0.0,1085.0,1085.0,0,1085.0,0.0,
M08912,Gold,0,0,54.0,6,2,98.0,570.92,95.15333333333332,0,0.0,,1142.0,1142.0,200,942.0,0.1751,210.0
M08913,Bronze,0,0,478.0,5,0,349.75,233.26,46.652,0,0.0,,506.0,506.0,100,406.0,0.1976,1563.0
M08914,Bronze,0,0,147.0,2,0,,124.28999999999999,62.144999999999996,0,0.0,0.0,217.0,217.0,0,217.0,0.0,
M08915,Gold,0,0,27.0,4,1,98.33333333333333,243.92000000000002,60.980000000000004,0,0.0,3.9672,426.0,426.0,0,426.0,0.0,
M08916,Silver,0,0,93.0,5,0,411.25,212.87,42.574,0,0.0,0.0,463.0,463.0,105,358.0,0.2268,435.0
M08917,Gold,0,0,35.0,3,1,409.5,110.72999999999999,36.91,0,0.0,,221.0,221.0,0,221.0,0.0,
M08918,Silver,0,0,14.0,7,1,255.5,404.99,57.855714285714285,0,0.0,,932.0,932.0,175,757.0,0.1878,1092.0
M08919,Gold,0,0,322.0,4,0,252.0,319.2,79.8,0,0.0,,638.0,638.0,50,588.0,0.0784,322.0
M08920,Silver,0,0,76.0,5,2,30.25,209.7,41.94,0,0.0,2.202,366.0,366.0,130,236.0,0.3552,76.0
M08921,Bronze,0,0,390.0,3,0,248.0,202.86,67.62,0,0.0,,406.0,406.0,141,265.0,0.3473,886.0
M08922,Silver,0,0,155.0,3,0,322.5,82.81,27.603333333333335,0,0.0,0.0,166.0,166.0,0,166.0,0.0,
M08923,Bronze,0,0,141.0,6,0,55.0,238.29,39.714999999999996,0,0.0,0.0,538.0,538.0,61,477.0,0.1134,366.0
M08924,Bronze,0,0,31.0,6,1,307.2,538.32,89.72000000000001,0,0.0,,1077.0,1077.0,0,1077.0,0.0,
M08925,Silver,0,0,92.0,2,0,,320.33000000000004,160.16500000000002,0,0.0,0.0,737.0,737.0,76,661.0,0.1031,203.0
M08926,Bronze,0,0,250.0,6,0,209.2,341.23,56.87166666666667,0,0.0,,683.0,683.0,67,616.0,0.0981,250.0
M08927,Silver,0,0,66.0,7,1,51.833333333333336,468.23,66.89,0,0.0,0.1959,881.0,881.0,150,731.0,0.1703,289.0
M08928,Gold,0,0,205.0,7,0,133.5,306.15,43.73571428571428,0,0.0,,536.0,536.0,0,536.0,0.0,
M08929,Bronze,0,0,570.0,5,0,157.5,391.34,78.268,0,0.0,,782.0,782.0,110,672.0,0.1407,604.0
M08930,Bronze,0,0,563.0,5,0,227.25,331.82,66.364,0,0.0,,763.0,763.0,114,649.0,0.1494,563.0
M08931,Bronze,0,0,422.0,4,0,82.33333333333333,265.42,66.355,0,0.0,,509.0,509.0,0,509.0,0.0,
M08932,Gold,0,0,507.0,3,0,421.0,307.87,102.62333333333333,0,0.0,,708.0,708.0,119,589.0,0.1681,1349.0
M08933,Silver,0,0,823.0,5,0,174.5,314.31,62.862,0,0.0,,628.0,628.0,32,596.0,0.051,1023.0
M08934,Gold,0,0,266.0,6,0,310.8,379.76,63.29333333333333,0,0.0,,874.0,874.0,204,670.0,0.2334,455.0
M08935,Silver,0,0,4.0,5,1,190.75,250.05,50.010000000000005,0,0.0,0.3729,558.0,558.0,0,558.0,0.0,
M08936,Silver,0,0,9.0,5,4,41.5,351.46,70.292,0,0.0,16.8135,684.0,684.0,85,599.0,0.1243,36.0
M08937,Silver,0,0,168.0,7,0,261.5,337.8,48.25714285714286,0,0.0,0.0,676.0,676.0,193,483.0,0.2855,1606.0
M08938,Bronze,0,0,166.0,5,0,30.75,400.03999999999996,80.008,0,0.0,0.0,701.0,701.0,150,551.0,0.214,166.0
M08939,Bronze,0,0,162.0,4,0,195.66666666666666,244.97,61.2425,0,0.0,0.0,429.0,429.0,145,284.0,0.338,162.0
M08940,Bronze,0,0,1050.0,2,0,,106.22,53.11,0,0.0,,212.0,212.0,116,96.0,0.5472,1080.0
M08941,Gold,0,0,228.0,6,0,210.6,344.47,57.41166666666667,0,0.0,,773.0,773.0,0,773.0,0.0,
M08942,Bronze,0,0,80.0,2,1,,110.28,55.14,0,0.0,0.418,231.0,231.0,0,231.0,0.0,
M08943,Silver,0,0,67.0,7,1,243.33333333333334,372.08,53.15428571428571,0,0.0,,666.0,666.0,185,481.0,0.2778,756.0
M08944,Platinum,0,0,44.0,4,1,391.0,332.88,83.22,0,0.0,,593.0,593.0,81,512.0,0.1366,396.0
M08945,Bronze,0,0,58.0,2,1,,82.88,41.44,0,0.0,,190.0,190.0,88,102.0,0.4632,387.0
M08946,Silver,0,0,51.0,4,1,268.3333333333333,374.91,93.7275,0,0.0,,749.0,749.0,0,749.0,0.0,
M08947,Bronze,0,0,208.0,4,0,479.3333333333333,234.82999999999998,58.707499999999996,0,0.0,,470.0,470.0,0,470.0,0.0,
M08948,Bronze,0,0,381.0,4,0,390.6666666666667,165.58,41.395,0,0.0,,323.0,323.0,53,270.0,0.1641,381.0
M08949,Silver,0,0,315.0,6,0,157.6,370.17,61.695,0,0.0,,650.0,650.0,0,650.0,0.0,
M08950,Silver,0,0,48.0,4,2,27.666666666666668,399.8,99.95,0,0.0,5.5919,920.0,920.0,150,770.0,0.163,48.0
M08951,Silver,0,0,17.0,5,1,214.25,315.31,63.062,0,0.0,,725.0,725.0,0,725.0,0.0,
M08952,Bronze,0,0,152.0,4,0,152.66666666666666,255.51,85.17,1,0.25,0.0,727.0,588.0,100,488.0,0.1701,152.0
M08953,Silver,0,0,399.0,3,0,162.0,154.99,51.663333333333334,0,0.0,,310.0,310.0,0,310.0,0.0,
M08954,Bronze,0,0,117.0,5,0,205.0,360.34000000000003,72.06800000000001,0,0.0,0.0,744.0,744.0,238,506.0,0.3199,538.0
M08955,Bronze,0,0,123.0,6,0,237.0,341.62,56.93666666666667,0,0.0,0.0,680.0,680.0,240,440.0,0.3529,123.0
M08956,Bronze,0,0,217.0,6,0,278.4,315.86,52.64333333333334,0,0.0,,571.0,571.0,0,571.0,0.0,
M08957,Bronze,0,0,72.0,4,1,275.6666666666667,314.58,78.645,0,0.0,,629.0,629.0,122,507.0,0.194,458.0
M08958,Bronze,0,0,85.0,5,2,113.25,339.49,67.898,0,0.0,,679.0,679.0,66,613.0,0.0972,500.0
M08959,Silver,0,0,401.0,5,0,126.5,459.04,91.808,0,0.0,,803.0,803.0,0,803.0,0.0,
M08960,Gold,0,0,93.0,5,0,179.25,302.64,60.528,0,0.0,0.0,598.0,598.0,246,352.0,0.4114,130.0
M08961,Gold,0,0,124.0,4,0,134.33333333333334,537.63,134.4075,0,0.0,0.0,1237.0,1237.0,0,1237.0,0.0,
M08962,Gold,0,0,434.0,6,0,295.4,641.51,106.91833333333334,0,0.0,,1186.0,1186.0,0,1186.0,0.0,
M08963,Gold,0,0,248.0,5,0,136.25,239.69,47.938,0,0.0,,471.0,471.0,0,471.0,0.0,
M08964,Gold,0,0,92.0,7,0,189.33333333333334,463.95,66.27857142857142,0,0.0,0.0,1068.0,1068.0,50,1018.0,0.0468,98.0
M08965,Bronze,0,0,152.0,7,0,142.5,403.2,57.6,0,0.0,0.0,806.0,806.0,200,606.0,0.2481,152.0
M08966,Gold,0,0,14.0,7,1,121.0,455.89,65.12714285714286,0,0.0,,821.0,821.0,189,632.0,0.2302,239.0
M08967,Bronze,0,0,22.0,3,1,275.5,148.81,49.60333333333333,0,0.0,,260.0,260.0,0,260.0,0.0,
M08968,Silver,0,0,342.0,4,0,132.66666666666666,279.5,69.875,0,0.0,,614.0,614.0,90,524.0,0.1466,385.0
M08969,Bronze,0,0,44.0,4,1,488.3333333333333,165.4,41.35,0,0.0,,289.0,289.0,0,289.0,0.0,
M08970,Silver,0,0,15.0,5,1,182.25,408.51,81.702,0,0.0,,840.0,840.0,0,840.0,0.0,
M08971,Bronze,0,0,463.0,8,0,194.57142857142858,572.63,71.57875,0,0.0,,1108.0,1108.0,100,1008.0,0.0903,1395.0
M08972,Gold,0,0,6.0,5,2,77.25,292.39,58.477999999999994,0,0.0,1.1785,613.0,613.0,150,463.0,0.2447,6.0
M08973,Bronze,0,0,89.0,6,1,272.2,469.87,78.31166666666667,0,0.0,0.7439,1050.0,1050.0,100,950.0,0.0952,89.0
M08974,Silver,0,0,374.0,4,0,368.3333333333333,347.06,86.765,0,0.0,,694.0,694.0,0,694.0,0.0,
M08975,Silver,0,0,26.0,5,1,183.75,548.39,109.678,0,0.0,0.0723,1097.0,1097.0,0,1097.0,0.0,
M08976,Bronze,0,0,110.0,3,0,178.5,260.77,86.92333333333333,0,0.0,0.0,600.0,600.0,71,529.0,0.1183,467.0
M08977,Gold,0,0,203.0,6,0,214.8,312.43,52.071666666666665,0,0.0,,624.0,624.0,0,624.0,0.0,
M08978,Silver,0,0,160.0,4,0,231.0,520.98,130.245,0,0.0,0.0,1042.0,1042.0,50,992.0,0.048,448.0
M08979,Platinum,0,0,362.0,2,0,,95.58000000000001,47.790000000000006,0,0.0,,192.0,192.0,0,192.0,0.0,
M08980,Gold,0,0,337.0,4,0,125.0,335.06,83.765,0,0.0,,670.0,670.0,0,670.0,0.0,
M08981,Silver,0,0,235.0,3,0,159.0,143.07999999999998,47.69333333333333,0,0.0,,286.0,286.0,0,286.0,0.0,
M08982,Gold,0,0,2.0,4,1,188.0,358.01,89.5025,0,0.0,,369.0,369.0,0,369.0,0.0,
M08983,Bronze,0,0,363.0,7,0,139.66666666666666,423.53000000000003,60.50428571428572,0,0.0,,783.0,783.0,100,683.0,0.1277,1140.0
M08984,Bronze,0,0,208.0,3,0,792.5,154.35,51.449999999999996,0,0.0,,337.0,337.0,0,337.0,0.0,
M08985,Gold,0,0,52.0,5,1,85.5,496.62,99.324,0,0.0,0.9901,994.0,994.0,0,994.0,0.0,
M08986,Bronze,0,0,334.0,3,0,189.5,240.4,80.13333333333334,0,0.0,,552.0,552.0,0,552.0,0.0,
M08987,Gold,0,0,6.0,6,5,20.0,309.57,51.595,0,0.0,6.4631,552.0,552.0,0,552.0,0.0,
M08988,Gold,0,0,522.0,1,0,,107.66,107.66,0,0.0,,188.0,188.0,0,188.0,0.0,
M08989,Gold,0,0,150.0,4,0,212.66666666666666,402.96,100.74,0,0.0,0.0,806.0,806.0,0,806.0,0.0,
M08990,Platinum,0,0,292.0,3,0,207.5,121.31,40.43666666666667,0,0.0,,213.0,213.0,65,148.0,0.3052,707.0
M08991,Bronze,0,0,24.0,6,1,89.2,756.16,126.02666666666666,0,0.0,,1324.0,1324.0,114,1210.0,0.0861,24.0
M08992,Bronze,0,0,76.0,5,1,126.25,221.82999999999998,44.366,0,0.0,,490.0,490.0,0,490.0,0.0,
M08993,Bronze,0,0,18.0,6,4,41.0,400.7,80.14,1,0.1667,4.7821,831.0,760.0,0,760.0,0.0,
M08994,Gold,0,0,389.0,4,0,47.333333333333336,238.32999999999998,59.582499999999996,0,0.0,,509.0,509.0,114,395.0,0.224,531.0
M08995,Bronze,0,0,259.0,2,0,,141.32,70.66,0,0.0,,283.0,283.0,0,283.0,0.0,
M08996,Bronze,0,0,15.0,2,1,,176.82999999999998,88.41499999999999,0,0.0,,354.0,354.0,0,354.0,0.0,
M08997,Silver,0,0,59.0,3,1,92.5,154.0,51.333333333333336,0,0.0,,278.0,278.0,0,278.0,0.0,
M08998,Silver,0,0,296.0,3,0,76.0,171.01,57.00333333333333,0,0.0,,341.0,341.0,139,202.0,0.4076,448.0
M08999,Silver,0,0,19.0,3,1,199.5,172.32999999999998,57.44333333333333,0,0.0,,307.0,307.0,137,170.0,0.4463,19.0
M09000,Silver,0,0,1.0,7,2,186.83333333333334,357.7,59.61666666666667,1,0.1429,,704.0,625.0,64,561.0,0.1024,1.0
M09001,Bronze,0,0,83.0,4,1,58.666666666666664,267.49,66.8725,0,0.0,2.1115,468.0,468.0,0,468.0,0.0,
M09002,Bronze,0,0,890.0,2,0,,119.03999999999999,59.519999999999996,0,0.0,,274.0,274.0,0,274.0,0.0,
M09003,Silver,0,0,383.0,4,0,255.0,257.59,64.3975,0,0.0,,592.0,592.0,0,592.0,0.0,
M09004,Silver,0,0,885.0,4,0,207.0,158.76,39.69,0,0.0,,277.0,277.0,0,277.0,0.0,
M09005,Gold,0,0,451.0,3,0,214.5,194.14,64.71333333333332,0,0.0,,409.0,409.0,100,309.0,0.2445,451.0
M09006,Bronze,0,0,344.0,8,0,139.14285714285714,371.02,46.3775,0,0.0,,854.0,854.0,122,732.0,0.1429,1318.0
M09007,Platinum,0,0,16.0,2,2,,67.02,33.51,0,0.0,,148.0,148.0,19,129.0,0.1284,16.0
M09008,Bronze,0,0,344.0,8,0,123.0,463.86,57.9825,0,0.0,,1029.0,1029.0,103,926.0,0.1001,601.0
M09009,Silver,0,0,30.0,5,1,110.0,186.03,37.206,0,0.0,,329.0,329.0,0,329.0,0.0,
M09010,Bronze,0,0,0.0,3,3,32.5,195.56,65.18666666666667,0,0.0,,288.0,288.0,0,288.0,0.0,
M09011,Bronze,0,1,92.0,4,0,427.6666666666667,223.72,55.93,0,0.0,0.0,468.0,468.0,63,405.0,0.1346,92.0
M09012,Bronze,0,0,234.0,3,0,517.5,176.17000000000002,58.723333333333336,0,0.0,,352.0,352.0,45,307.0,0.1278,853.0
M09013,Platinum,0,0,1.0,5,4,23.25,230.76000000000002,46.152,0,0.0,1.8224,425.0,425.0,50,375.0,0.1176,94.0
M09014,Gold,0,0,168.0,3,0,175.5,171.75,57.25,0,0.0,0.0,394.0,394.0,0,394.0,0.0,
M09015,Bronze,0,0,584.0,1,0,,17.99,17.99,0,0.0,,36.0,36.0,0,36.0,0.0,
M09016,Gold,0,0,36.0,8,2,166.14285714285714,503.41,62.92625,0,0.0,,1040.0,1040.0,150,890.0,0.1442,456.0
M09017,Gold,0,0,28.0,4,2,30.333333333333332,286.73,71.6825,0,0.0,0.2631,650.0,650.0,50,600.0,0.0769,119.0
M09018,Silver,0,0,124.0,4,0,253.66666666666666,282.8,70.7,0,0.0,0.0,565.0,565.0,100,465.0,0.177,124.0
M09019,Silver,0,0,38.0,8,1,215.0,489.76,61.22,0,0.0,,1110.0,1110.0,50,1060.0,0.045,285.0
M09020,Silver,0,0,23.0,3,1,175.5,136.3,45.43333333333334,0,0.0,1.2494,265.0,265.0,95,170.0,0.3585,164.0
M09021,Gold,0,0,282.0,5,0,211.0,179.96,35.992000000000004,0,0.0,,314.0,314.0,50,264.0,0.1592,282.0
M09022,Gold,0,0,150.0,5,0,122.75,382.32,76.464,0,0.0,0.0,811.0,811.0,97,714.0,0.1196,264.0
M09023,Bronze,0,0,375.0,4,0,287.6666666666667,351.74,87.935,0,0.0,,735.0,735.0,0,735.0,0.0,
M09024,Gold,0,0,113.0,3,0,77.0,254.15,127.075,1,0.3333,0.0,593.0,500.0,93,407.0,0.186,113.0
M09025,Bronze,0,0,468.0,7,0,99.16666666666667,407.6,58.228571428571435,0,0.0,,718.0,718.0,116,602.0,0.1616,803.0
